UF,MUNICIPIO,ESTABELECIMENTO,LOGRADOURO,NUMERO,BAIRRO
MT,CUIABA,CENTRO DE CONV P IDOSOS DR MARIA INES FRANCA AUAD,AV CURIO,250,CPA III
MT,CUIABA,USF NOVO PARAISO I,RUA D,46,NOVO PARAISO
MT,CUIABA,USF BELA VISTA,RUA PRINCIPAL,S/N,BELA VISTA
MT,CUIABA,USF DR FABIO I,RUA RONDONOPOLIS,14,DOUTOR FABIO
MT,CUIABA,USF NOVO MILLENIUM,RUA 02 QDR 05,S/N,NOVO MILLENIUM
MT,CUIABA,USF AREAO,AV DESEMBARGADOR ANTONIO QUIRINO DE ARAUJO,1,AREAO
MT,CUIABA,USF PARQUE ATALAIA,RUA D,S/N,PARQUE ATALAIA
MT,CUIABA,USF SERRA DOURADA,AV BRASIL,1668,OURO FINO
MT,CURVELANDIA,UNIDADE SAUDE FAMILIA DE CURVELANDIA,RUA SAO BERNARDO,S/N,COHAB POR DO SOL
MT,CURVELANDIA,UBS MARIA ISABEL ALVES FREDERICO,RUA SAO BERNARDO,S/N,COHAB POR DO SOL
MT,DENISE,PSF CENTRO DENISE,RUA RIO GRANDE DO SUL,S/N,CENTRO
MT,DENISE,PSF JARDIM BOA ESPERANCA DENISE,RUA DOM BOSCO,S/N,BOA ESPERANCA
MT,DENISE,POSTO DE SAUDE COMUNIDADE NOSSA SENHORA DE FATIMA DENISE,COMUNIDADE NOSSA SENHORA DE FATIMA,S/N,NOSSA SENHORA FATIMA
MT,DENISE,ESTRATEGIA SAUDE DA FAMILIA JOSE LOURENCO FILHO,AVENIDA SAO PAULO,S/N,CENTRO
MT,DIAMANTINO,UNIDADE DE SAUDE DA FAMILIA RURAL,ZONA RURAL,S/N,ZONA RURAL
MT,DIAMANTINO,UNIDADE SAUDE DA FAMILIA PE BRANCO,RUA COQUEIRAIS,S/N,NOVO DIAMANTINO
MT,DIAMANTINO,ESTRATEGIA DA FAMILIA JARDIM ALVORADA,RUA CUIABA,S/N,JARDIM ALVORADA
MT,DIAMANTINO,ESTRATEGIA SAUDE DA FAMILIA DECIOLANDIA,BR364,S/N,ZONA RURAL
MT,DIAMANTINO,UNIDADE DE SAUDE POSTO GIL DIAMANTINO,POSTO GIL,S/N,POSTO GIL
MT,DIAMANTINO,ESTRATEGIA SAUDE DA FAMILIA PEDREGAL,RUA 04,142,PEDREGAL
MT,DIAMANTINO,ESTRATEGIA SAUDE DA FAMILIA CENTRAL,AV MARECHAL RONDON,S/N,CENTRO
MT,DIAMANTINO,ESP EQUIPE DE SAUDE PRISIONAL DIAMANTINO,AV MARECHAL RONDON,S/N,CENTRO
MT,DIAMANTINO,UNIDADE SAUDE DA FAMILIA BOM JESUS,RUA PITOMBEIRAS,S/N,NOVO DIAMANTINO
MT,DIAMANTINO,UNIDADE SAUDE DA FAMILIA BURITI,RUA 1,S/N,BURITI
MT,DIAMANTINO,UNIDADE DE SAUDE DA FAMILIA BAIRRO DA PONTE,RUA FREI MANOEL,S/N,PONTE
MT,DOM AQUINO,UNIDADE DE SAUDE RURAL ENTRE RIOS EQUIPE 03,RUA ARI LEITE DE CAMPOS,S/N,CENTRO
MT,DOM AQUINO,CENTRO DE SAUDE DE DOM AQUINO,AV JULIO MULLER,S/N,CENTRO
MT,DOM AQUINO,UNIDADE DE SAUDE DA FAMILIA VILA PLANALTINA EQUIPE 01,AV DUQUE DE CAXIAS,42,VILA PLANALTINA
MT,DOM AQUINO,UNIDADE DE SAUDE DA FAMILIA VILA ESPORTIVA EQUIPE 02,AV JOAO FURTADO DE MENDONCA,S/N,VILA ESPORTIVA
MT,FELIZ NATAL,UNIDADE DE SAUDE DA FAMILIA III NATALINO MATUDA FELIZ NATAL,RUA DAS MARGARIDAS,S/N,BELA VISTA
MT,FELIZ NATAL,UNIDADE DE SAUDE DA FAMILIA II FELIZ NATAL,RUA MILTON DOS REIS,88,CENTRO
MT,FELIZ NATAL,UNIDADE DE SAUDE DA FAMILIA I FELIZ NATAL,RUA SAO LOURENCO DOESTE,983,CENTRO
MT,FIGUEIROPOLIS D'OESTE,UNIDADE BASICA DE SAUDE JOAQUIM LUIZ DE CAMPOS,RUA ALAGOAS,332,CENTRO
MT,GAUCHA DO NORTE,POSTO SAUDE DE NOVA ALIANCA GN,NOVA ALIANCA,S/N,NOVA ALIANCA
MT,GAUCHA DO NORTE,ACADEMIA DE SAUDE NASF III,RUA PARANA,0,VILA NOVA
MT,GAUCHA DO NORTE,PSF MARIO ALIEVI,RUA MATO GROSSO,S/N,CENTRO
MT,GAUCHA DO NORTE,PSF I ERNESTO DOLEYS,RUA PARANA,S/N,CENTRO
MT,GAUCHA DO NORTE,POSTO DE SAUDE BOTUVERA,COMUNIDADE BOTUVERA,1,ZONA RURAL
MT,GENERAL CARNEIRO,UBS ACIDEMANDO GABRIEL DE MORAIS,BR 070 KM 155,S/N,PAREDAO GRANDE
MT,GENERAL CARNEIRO,UNIDADE BASICA DE SAUDE SELMA MORAES,AVENIDA DELSON RODRIGUES,999,CENTRO
MT,GLORIA D'OESTE,POSTO DE SAUDE MONTE CASTELO,RUA ADELICIA DE FREITAS,S/N,CENTRO
MT,GLORIA D'OESTE,UNIDADE DE SAUDE DA FAMILIA DE GLORIA D OESTE,RUA CARLOS JUNIOR MARQUIORETTO,1870,BEJO
MT,GUARANTA DO NORTE,UNIDADE DE SAUDE DA FAMILIA COTREL,RUA ANDORINHAS,100,COTREL
MT,GUARANTA DO NORTE,UNID DE SAUDE DA FAMILIA AEROPORTO PSF V,AV LIONS INTERNACIONAL,S/N,AEROPORTO
MT,GUARANTA DO NORTE,UNID SAUDE DA FAMILIA CENTRO PSF III,RUA DAS AMESCLAS,90,CENTRO
MT,GUARANTA DO NORTE,UNID SAUDE DA FAMILIA SAO CRISTOVAO PSF VII,RUA CANJARANA FLAMBOYANTES,S/N,CIDADE NOVA
MT,GUARANTA DO NORTE,UNIDADE DE SAUDE DA FAMILIA JARDIM ARAGUAIA,RUA MINAS GERAIS,S/N,JARDIM ARAGUAIA
MT,GUARANTA DO NORTE,UNID SAUDE DA FAMILIA JARDIM VITORIA PSF IV,AVENIDA CURITIBA,136,JARDIM VITORIA
MT,GUARANTA DO NORTE,UNID SAUDE DA FAMILIA CIDADE NOVA PSF II,AVENIDA DOS CAJUEIROS,1580,CIDADE NOVA
MT,GUARANTA DO NORTE,UNID SAUDE DA FAMILIA 13 DE MAIO PSF I,RUA DOS CEDROS,2210,13 DE MAIO
MT,GUARANTA DO NORTE,UNIDADE DE SAUDE DA FAMILIA IX RURAL,RUA DAS AMESCLAS,120,CENTRO
MT,GUIRATINGA,USF GENOVEVA VIEIRA DE OLIVEIRA GUIRATINGA,RUA SANTA RITA,S/N,CENTRO
MT,GUIRATINGA,USF ESTER ALVES DE SOUZA GUIRATINGA,RUA SAO SALVADOR,273,VALE RICO
MT,GUIRATINGA,USF MARIO MORAES DA COSTA GUIRATINGA,AV RIO DAS GARCAS,1167,SAO SEBASTIAO
MT,GUIRATINGA,CENTRO DE SAUDE MUNICIPAL DE GUIRATINGA,RUA JOVINO LOPES,S/N,SANTA MARIA BERTILA
MT,GUIRATINGA,USF GARCA BRANCA GUIRATINGA,RUA 4 QUADRA 40,S/N,GARCA BRANCA
MT,GUIRATINGA,USF SANTA MARIA BERTILA GUIRATINGA,AVENIDA JOVINO LOPES,S/N,SANTA MARIA BERTILA
MT,INDIAVAI,UNIDADE DE SAUDE DA FAMILIA DE INDIAVAI,AVN GOV JAIME CAMPOS,396,CENTRO
MT,IPIRANGA DO NORTE,UNIDADE BASICA DE SAUDE PSF II IPIRANGA,RUA DAS JABUTICABAS,958,CENTRO
MT,IPIRANGA DO NORTE,PSM IPIRANGA DO NORTE,RUA DOS GIRASSOIS,331,CENTRO
MT,IPIRANGA DO NORTE,PSF I IPIRANGA,RUA DAS ACEROLAS,190,CENTRO
MT,ITANHANGA,PSF I UNIDADE SAUDE DA FAMILIA DE UNIAO DA VITORIA,RUA FORTALEZA,S/N,CENTRO
MT,ITANHANGA,POSTO DE SAUDE RURAL SIMIONI,RUA DAS FLORES,S/N,ZONA RURAL
MT,ITANHANGA,PSF II UNIDADE BASICA SAUDE DA FAMILIA,AVENIDA DOS TRABALHADORES,930,CENTRO
MT,ITANHANGA,POSTO DE SAUDE RURAL DE AGROVILA MONTE ALTO,AVENIDA PRINCIPAL,S/N,ZONA RURAL
MT,ITANHANGA,CENTRO INTEGRADO DE SAUDE DE ITANHANGA,AVENIDA DOS TRABALHADORES,930,CENTRO
MT,ITAUBA,POSTO DE SAUDE PSF,AVENIDA DA SAUDE,703,CENTRO
MT,ITAUBA,UNIDADE BASICA DE SAUDE,AVENIDA DA SAUDE,703,CENTRO
MT,ITIQUIRA,UNIDADE DE SAUDE DA FAMILIA HOLMES LINS,MT 370,S/N,POXOREO
MT,ITIQUIRA,UNIDADE DE SAUDE DA FAMILIA CENTRAL ANTONIO DA S MORAES,RUA DOM WUNIBALDO,S/N,CENTRO
MT,ITIQUIRA,UNIDADE DE SAUDE DA FAMILIA ELISIO DE SOUZA BRITO,AV ALVARO JOSE MONTEIRO,S/N,JOAO DE BARRO
MT,ITIQUIRA,UNIDADE DE SAUDE DA FAMILIA VOO LIVRE ZAMBONI,RUA JANDIR SUZIN QUADRA 37,1,OURO BRANCO
MT,ITIQUIRA,UNIDADE DE SAUDE DA FAMILIA ADROALDO GATTO,RUA ARAPONGAS,S/N,OURO BRANCO
MT,JACIARA,UNIDADE DE SAUDE DA FAMILIA CENTRO,AVENIDA PAJE,S/N,CENTRO
MT,JACIARA,UNIDADE DE SAUDE DA FAMILIA VILA PLANALTO,AVENIDA MARAJA,1288,VILA PLANALTO
MT,JACIARA,UNIDADE DE SAUDE DA FAMILIA JARDIM AEROPORTO,RUA PINTO MARTINS,S/N,JARDIM AEROPORTO
MT,JACIARA,UNIDADE DE SAUDE DA FAMILIA SAO LOURENCO,RUA 01 QUADRA 01,50,SAO LOURENCO
MT,JACIARA,UNIDADE DE SAUDE DA FAMILIA SAO SEBASTIAO,RUA GUARANIS,1151,SAO SEBASTIAO
MT,JACIARA,UNIDADE DE SAUDE DA FAMILIA SANTO ANTONIO 01,RUA JACIPORA,879,SANTO ANTONIO
MT,JACIARA,UNIDADE DE SAUDE DA FAMILIA SANTA RITA,AV PAJE ESQUINA COM RUA REIMA,220,SANTA RITA
MT,JACIARA,UNIDADE DE SAUDE DA FAMILIA SANTO ANTONIO 02,RUA TABAJARA,410,SANTO ANTONIO
MT,JANGADA,UNIDADE DE SAUDE DA FAMILIA NOVO MATO GROSSO,COMUNIDADE NOVO MATO GROSSO,21,ZONA RURAL
MT,JANGADA,UNIDADE DE SAUDE DA FAMILIA MUTUM,COMUNIDADE DO MUTUM,222,ZONA RURAL
MT,JANGADA,POSTO DE SAUDE NOVA JANGADA,RUA FEIRAO DO NORTE,0,CENTRO
MT,JANGADA,UNIDADE DE SAUDE DA FAMILIA ZONA URBANA,RUA SANTA CRUZ,32,CENTRO
MT,JAURU,UNIDADE DE SAUDE DA FAMILIA II JAURU ELIAS BARBOSA LOURO,RUA JOSE DE ALENCAR,1503,BOA ESPERANCA
MT,JAURU,POSTO DE SAUDE CORREGO DO OURO,RUA PRINCIPAL COMUNIDADE CORREGO DO OURO,S/N,ZONA RURAL
MT,JAURU,CENTRO DE SAUDE PADRE STEFANO GOBBI,RUA MARECHAL DEODORO,804,CENTRO
MT,JAURU,EQUIPE DE SAUDE DA FAMILIA RURAL DE LUCIALVA,RUA PRINCIPAL COMUNIDADE LUCIALVA,S/N,ZONA RURAL
MT,JUARA,PSF JARDIM PORTO SEGURO JUARA,AVENIDA BRASIL,182,JARDIM AMERICA
MT,JUARA,PSF JARDIM CALIFORNIA JUARA,RUA APIACA,263,JARDIM CALIFORNIA
MT,JUARA,POSTO DE SAUDE JAPURANA,KM 180 GLEBA JAPURANA,S/N,ZONA RURAL
MT,JUARA,POSTO DE SAUDE KAYABI,ESTRADA AGUAS CLARAS KM 30,S/N,ALDEIA TATUI
MT,JUARA,PSF JARDIM PARANAGUA JUARA,RUA PAIVA,S/N,JARDIM PARANAGUA
MT,JUARA,PSF JARDIM ALVORADA JUARA,RUA ESPERANCA,1784,JARDIM PARQUE ALVORA
MT,JUARA,PSF JARDIM AMERICA JUARA,AVENIDA BRASIL,182,JARDIM AMERICA
MT,JUARA,PSF JARDIM SANTA CRUZ JUARA,ERNESTINO CECILIO DOS SANTOS,0,RESIDENCIAL SANTA CR
MT,JUARA,POSTO DE SAUDE AGUAS CLARAS,KM 30 COMUNIDADE DE AGUAS CLARAS,S/N,ZONA RURAL
MT,JUARA,PAM POSTO DE ASSISTENCIA MEDICA CENTRO DE SAUDE,RUA CAMPO GRANDE,451,CENTRO
MT,JUARA,POSTO DE SAUDE RIO DOS PEIXES,KM 80 COMUNIDADE RIO DOS PEIXES,S/N,ZONA RURAL
MT,JUARA,POSTO DE SAUDE JAU,KM 30 COMUNIDADE JAU,S/N,ZONA RURAL
MT,JUARA,PSF PARANORTE APARECIDA LOURENCO DA SILVA,KM 150 DISTRITO PARANORTE,S/N,ZONA RURAL
MT,JUARA,POSTO DE SAUDE CATUAI,DISTRITO DE CATUAI,S/N,ZONA RURAL
MT,JUINA,UNIDADE DE SAUDE DA FAMILIA MODULO 06 JUINA,RUA NOVA GRANADA,314,MODULO 06
MT,JUINA,UNIDADE DE SAUDE DA FAMILIA SAO JOSE OPERARIO DE JUINA,AVENIDA PRESIDENTE TANCREDO NEVES,676,SAO JOSE OPERARIO
MT,JUINA,UNIDADE DE SAUDE DA FAMILIA M5 EQ3 DE JUINA,AV MATO GROSSO,1189,MODULO 5
MT,JUINA,UNIDADE DE SAUDE DA FAMILIA RURAL I DE JUINA,AVENIDA JK,931,SETOR DE SERVICO
MT,JUINA,UNIDADE DE SAUDE DA FAMILIA PADRE DUILIO DE JUINA,RUA JOSE FRANCISCO DINIZ,409,PADRE DUILIO
MT,JUINA,UNIDADE DE SAUDE DA FAMILIA PALMITEIRA DE JUINA,RUA ANTONIO JOSE DE OLIVEIRA,387,PALMITEIRA
MT,JUINA,UNIDADE DE SAUDE DA FAMILIA M5 EQ1 DE JUINA,RUA UMUARAMA,S/N,MODULO 5
MT,JUINA,POSTO DE SAUDE DE FILADELFIA DE JUINA,DISTRITO DE FILADELFIA,S/N,ZONA RURAL
MT,JUINA,CENTRO DE DETENCAO PROVISORIO DE JUINA,BR 174,S/N,ZONA RURAL
MT,JUINA,UNIDADE DE SAUDE DA FAMILIA M5 EQ2 DE JUINA,RUA NILVES FRIES HENIKA,363,MODULO 5
MT,JUINA,UNIDADE BASICA DE SAUDE CENTRAL,RUA CRISTIANE CASQUETI,526,MODULO 1
MT,JUINA,POSTO DE SAUDE DE TERRA ROXA JUINA,DISTRITO TERRA ROXA,S/N,ZONA RURAL
MT,JUINA,UNIDADE DE SAUDE DA FAMILIA RURAL II DE JUINA,AVENIDA JK,931,SETOR DE SERVICO
MT,JUINA,UNIDADE DE SAUDE DA FAMILIA MODULO 04 JUINA,AVENIDA DAS ARAPONGAS,741,MODULO 04
MT,JURUENA,UNIDADE DE SAUDE DA FAMILIA VILA NOVA,RUA C 4,S/N,VILA NOVA
MT,JURUENA,UNIDADE DE SAUDE DA FAMILIA RURAL NEIDE UBIALI,RUA BELEM,S/N,VILA NOVA
MT,JURUENA,UNIDADE DE SAUDE DA FAMILIA JURUENA,RUA GOIAS,9,CENTRO
MT,JUSCIMEIRA,CENTRO DE SAUDE DE JUSCIMEIRA,RUA M,170,CAJUS
MT,JUSCIMEIRA,UNIDADE DE SAUDE DA FAMILIA BEIRA RIO JUSCIMEIRA,RUA CAMPOS SALES,S/N,BEIRA RIO
MT,JUSCIMEIRA,POSTO DE SAUDE DE FATIMA DE SAO LOURENCO JUSCIMEIRA,AVENIDA PONCE DE ARRUDA,S/N,DISTRITO DE FATIMA D
MT,JUSCIMEIRA,POSTO DE SAUDE GERALDO PEREIRA ANDRADE JUSCIMEIRA,ASSENTAMENTO GERALDO PEREIRA DE ANDRADE,S/N,ZONA RURAL
MT,JUSCIMEIRA,UNIDADE DE SAUDE DA FAMILIA EQ 04 DARIO MOREIRA DE SOUZA,RUA CUIABA,S/N,DIST DE IRENOPOLIS
MT,JUSCIMEIRA,POSTO DE SAUDE DE PLACA SANTO ANTONIO JUSCIMEIRA,PLACA SANTO ANTONIO,S/N,ZONA RURAL
MT,JUSCIMEIRA,UNIDADE DE SAUDE DA FAMILIA SANTA ELVIRA JUSCIMEIRA,RUA MARCIA ELVIRA,S/N,CENTRO
MT,LAMBARI D'OESTE,UNIDADE BASICA DE SAUDE I JOAQUIM BARTOLOMEU DE SOUZA,RUA 7 DE SETEMBRO,3266,CENTRO
MT,LAMBARI D'OESTE,UNIDADE BASICA DE SAUDE II PLANALTO GERALDO CASTELLAN,AVENIDA BOA VISTA,S/N,CIDERLANDIA
MT,LAMBARI D'OESTE,POSTO DE SAUDE DE SAO JOSE DO PINGADOR,RUA 07 DE SETEMBRO,S/N,ZONA RURAL
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA XIV JARDIM AMAZONIA,RUA CRUZ ALTA,S/N,JARDIM AMAZONIA
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA VIII BANDEIRANTES,RUA DAS AZALEIAS ESQUINA RUA DAS ZINIAS,10,BANDEIRANTES
MT,LUCAS DO RIO VERDE,PSF XIII PARQUE DAS AMERICAS,AVENIDA DAS NACOES,10,PARQUE DAS AMERICAS
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA XVI BIEGER,AVENIDA SANTA CATARINA LOTE 01 QUADRA 03,1,CIDADE NOVA
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA X CERRADO,RUA DOS MANACAS ESQUINA RUA MANGABEIRAS,S/N,CERRADO
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA MENINO DEUS,RUA CARAZINHO,532,MENINO DEUS
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA RIO VERDE II,AV ESPIRITO SANTO,344,RIO VERDE
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA XV JAIME SEITI FUJI,RUA ADELINO COSMA,S/N,JAIME SEITI FUJI
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA CIDADE NOVA,AVENIDA PARA,5605,ALVORADA
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA RURAL,COMUNIDADE DE SAO CRISTOVAO,S/N,ZONA RURAL
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA VII JARDIM PRIMAVERAS,AVENIDA MATO GROSSO,30,JARDIM PRIMAVERAS
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA RIO VERDE I,RUA SARANDI,2114,RIO VERDE
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA XI TESSELE JUNIOR,RUA AMAZONITA,39,LUIZ CARLOS TESSELE
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA PIONEIRO,RUA CAMPO ERE,73,PIONEIRO
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA XII VENEZA,RUA RENASCENCA,125,VENEZA
MT,LUCAS DO RIO VERDE,POSTO DE SAUDE DA FAMILIA JARDIM DAS PALMEIRAS VI,AVENIDA GOIAS,S/N,JARDIM DAS PALMEIRAS
MT,LUCIARA,CENTRO DE SAUDE DE LUCIARA,RUA D,S/N,SETOR UNIVERSITARIO
MT,MARCELANDIA,PROGRAMA DE SAUDE DA FAMILIA 04,RUA 15 DE NOVEMBRO,S/N,ANALANDIA DO NORTE
MT,MARCELANDIA,PROGRAMA DE SAUDE DA FAMILIA 01,AVENIDA COLONIZADOR JOSE BIANCHINE,0,AREA INDUSTRIAL
MT,MARCELANDIA,PROGRAMA DE SAUDE DA FAMILIA 02,RUA GUARANI,1428,VILA TUPY
MT,MARCELANDIA,PROGRAMA DE SAUDE DA FAMILIA 03,RUA DOMINGOS MARTINS,900,CENTRO
MT,MATUPA,UNIDADE DE SAUDE DA FAMILIA UNIAO PADOVANI,LINHA 03 GLEBA UNIAO,S/N,ZONA RURAL
MT,MATUPA,POSTO DE SAUDE FLOR DA SERRA,AVENIDA PRINCIPAL,S/N,ZONA RURAL
MT,MATUPA,UNIDADE DE SAUDE DA FAMILIA JARDIM DAS FLORES,RUA CINCO,240,JARDIM DAS FLORES
MT,MATUPA,UNIDADE DE SAUDE DA FAMILIA UNIAO,RUA 04,S/N,UNIAO
MT,MATUPA,UNIDADE DE SAUDE DA FAMILIA CENTRAL,RUA IRMA ADELIS,S/N,CENTRO
MT,MATUPA,POSTO DE SAUDE DE ALTO ALEGRE,AVENIDA PRINCIPAL,S/N,ZONA RURAL
MT,MATUPA,UNIDADE DE SAUDE DA FAMILIA CIDADE ALTA,RUA 06,5,CIDADE ALTA
MT,MIRASSOL D'OESTE,POSTO DE SAUDE ASSENTAM ST HELENA,COMUNIDADE SANTA HELENA,S/N,ZONA RURAL
MT,MIRASSOL D'OESTE,UNIDADE BASICA DE SAUDE MODULO VI SONHO AZUL,RUA ANANIAS NUNES SEABRA,S/N,SONHO AZUL
MT,MIRASSOL D'OESTE,UNIDADE DE SAUDE DA FAMILIA MODULO I JARDIM SAO PAULO,RUA 28 DE OUTUBRO,1316,CIDADE TAMANDARE
MT,MIRASSOL D'OESTE,UNIDADE DE SAUDE DA FAMILIA MODULO II PARQUE MORUMBI,RUA SAO PAULO ESQ COM DORVILIO BASSI CORREIA,S/N,PARQUE MORUMBI
MT,MIRASSOL D'OESTE,UNIDADE BASICA DE SAUDE MODULO IV PARQUE DA SERRA,JOAO PAULO II ESQUINA C SAO FRANCISCO,S/N,PARQUE DA SERRA
MT,MIRASSOL D'OESTE,POSTO SAUDE ASSENTAMENTO ROSELI NUNES,ASSENTAMENTO ROSELI NUNES,S/N,ZONA RURAL
MT,MIRASSOL D'OESTE,UNIDADE BASICA DE SAUDE MODULO V CENTRO,RUA BENTO ALEXANDRE DOS STOS,S/N,CENTRO
MT,MIRASSOL D'OESTE,UNIDADE DE SAUDE DA FAMILIA MODULO III MUTIRAO,RUA ARTUR NOGUEIRA,S/N,MUTIRAO
MT,MIRASSOL D'OESTE,P SAUDE ASSENT MARGARIDA ALVES,COMUNIDADE MARGARIDA ALVES,S/N,ZONA RURAL
MT,MIRASSOL D'OESTE,CENTRO DE SAUDE DE MIRASSOL DOESTE,RUA PROFESSOR ODELIO BARBOSA,1332,CENTRO
MT,NOBRES,PSF SAO JOSE,RUA TANCREDO NEVES,S/N,SAO JOSE
MT,NOBRES,POSTO DE SAUDE FAZENDA BOM JARDIM,FAZENDA BOM JARDIM,S/N,RURAL
MT,NOBRES,ESF CENTRAL,PRACA JOSINO SERRA,45,CENTRO
MT,NOBRES,UBS RODA D AGUA,RODA DAGUA,S/N,ZONA RURAL
MT,NOBRES,EQUIPE DE SAUDE DA FAMILIA JARDIM GLORIA,RUA MARECHAL DEODORO,52,AEROPORTO
MT,NOBRES,PSF JARDIM PETROPOLIS,AVENIDA MARZAGAO,S/N,JARDIM PETROPOLIS
MT,NORTELANDIA,ESTRATEGIA SAUDE DA FAMILIA III DENISE APARECIDA DA SILVA,AVENIDA GETULIO LINO DE SOUZA,405,PONTE
MT,NORTELANDIA,CENTRO DE SAUDE DE NORTELANDIA,AV MARECHAL DEODORO,405,PONTE
MT,NORTELANDIA,ESTRATEGIA SAUDE DA FAMILIA II NORTELANDIA,RUA CUIABA,S/N,BANDEIRANTE
MT,NORTELANDIA,ESTRATEGIA SAUDE DA FAMILIA I OLIMPIO DE SOUZA,AVENIDA DEPUTADO WELINGTON FAGUNDES,S/N,NOVO HORIZONTE
MT,NOSSA SENHORA DO LIVRAMENTO,UNIDADE DE SAUDE DA FAMILIA RURAL SUL NORTE,RUA CORONEL MANOEL FELIX,S/N,CENTRO
MT,NOSSA SENHORA DO LIVRAMENTO,UNIDADE BASICA DE SAUDE III,AV CARLOS ANTUNES QD 11,9,CENTRO
MT,NOSSA SENHORA DO LIVRAMENTO,CENTRO DE SAUDE DA FAMILIA N SRA LIVRAMENTO,RUA CORONEL MANOEL FELIX,S/N,CENTRO
MT,NOSSA SENHORA DO LIVRAMENTO,POSTO DE SAUDE DO RIBEIRAO DOS COCAIS,DISTRITO DO RIBEIRAO DOS COCAIS,S/N,ZONA RURAL
MT,NOSSA SENHORA DO LIVRAMENTO,POSTO DE SAUDE DO PIRIZAL,DISTRITO DO PIRIZAL,S/N,ZONA RURAL
MT,NOVA BANDEIRANTES,POSTO DE SAUDE LIDIO MAZZO,ESTRADA ROLANDIA,S/N,ZONA RURAL
MT,NOVA BANDEIRANTES,USF MANOEL NASCIMENTO DOS SANTOS MANEZINHO DA COBAN ESFI,TRAVESSA JAGUAPITA COM TRAVESSA PARANAGUA,S/N,CENTRO
MT,NOVA BANDEIRANTES,POSTO DE SAUDE DA TRESCINCO,ASSENTAMENTO TRESCINCO,S/N,ZONA RURAL
MT,NOVA BANDEIRANTES,POSTO DE SAUDE PARAISO DO NORTE,ASSENTAMENTO JAPURANA I,S/N,ZONA RURAL
MT,NOVA BANDEIRANTES,UNIDADE DE SAUDE DA FAMILIA RURAL DE JAPURANA ESFII,RUA VENERANDA DA SPERANZA,S/N,RURAL
MT,NOVA BANDEIRANTES,USF ANTONIO FERNANDES TONINHO CAPIVARA ESFIII,TRAV BARRA DO GARCA ESQUINA COM A TRAV ARAPUTANG,S/N,CENTRO
MT,NOVA BRASILANDIA,UNIDADE BASICA DE SAUDE IRMA MARIA CLARA,AVENIDA BRASIL,300,CENTRO
MT,NOVA BRASILANDIA,UNIDADE BASICA DE SAUDE MARLENE RAIZEL,RUA JOAO MEDEIROS,150,IPIRANGA
MT,NOVA BRASILANDIA,UNIDADE MISTA DE SAUDE ADELINO BENETTI,AV BRASIL,300,CENTRO
MT,NOVA BRASILANDIA,UNIDADE BASICA DE SAUDE JOAQUIM BENEDITO PEREIRA,AV PRINCIPAL,S/N,DIST DE PERESOPOLIS
MT,NOVA CANAA DO NORTE,UNIDADE DE SAUDE DA FAMILIA EVALDO JUNG,AV PARA,S/N,CENTRO
MT,NOVA CANAA DO NORTE,UNIDADE DE SAUDE DA FAMILIA RURAL OURO BRANCO,DISTRITO OURO BRANCO,S/N,RURAL
MT,NOVA CANAA DO NORTE,POSTO DE SAUDE PA VERANEIO,COMUNIDADE PA VERANEIO,S/N,ZONA RURAL
MT,NOVA CANAA DO NORTE,POSTO DE SAUDE FLOR DA SERRA,COMUN UNIAO FLOR DA SERRA,S/N,RURAL
MT,NOVA CANAA DO NORTE,POSTO DE SAUDE DE COLORADO,DISTRITO DE COLORADO DO NORTE,S/N,RURAL
MT,NOVA CANAA DO NORTE,UNIDADE DE SAUDE DA FAMILIA ANTONIO MEDEIROS,RUA MARIA FERRACINE GUERREIRO,S/N,CENTRO
MT,NOVA CANAA DO NORTE,CENTRO MUNICIPAL DE SAUDE AGNALDO ALVES DE AZEVEDO,AVENIDA SAO PAULO,111,CENTRO
MT,NOVA GUARITA,CENTRO DE SAUDE DE NOVA GUARITA,AVENIDA DOS MIGRANTES,S/N,CENTRO
MT,NOVA LACERDA,PSF 02 NANCI APARECIDA DORIGAN ARRIAS NOVA LACERDA,RUA GILSON LUIZ PELISSER,66,CENTRO
MT,NOVA LACERDA,PSF 03 NOVA LACERDA,AVENIDA 16 DE JULHO,815,CENTRO
MT,NOVA LACERDA,PSF 01 DERCIDES DIAS DE MORAES NOVA LACERDA,AVENIDA UIRAPURU,743,CENTRO
